payment_txn_id,payment_txn_success,failure_reason
BR-199742,N,Incorrect Pin
dM-533236,Y,
ZK-671835,N,Credit or debit card is expired 
TI-913663,Y,
ms-662557,Y,
ID-649002,Y,
Ns-126717,Y,
Vr-566823,Y,
ae-168723,Y,
Df-229683,N,The billing address is invalid 
vT-858597,N,Credit or debit card is canceled
hL-703117,Y,
RQ-567430,N,Merchant account blocks the transaction
cp-107645,Y,
AF-319593,N,Incorrect Pin
Je-892685,Y,
IV-692779,Y,
Wd-188862,Y,
sF-445360,Y,
XY-628920,Y,
Tk-195488,N,The payment gateway does not support
Rx-113999,Y,
Fn-789180,Y,
gV-760466,Y,
lW-454436,Y,
qL-390714,Y,
hb-250834,N,Incorrect Pin
BM-724954,Y,
JF-795395,Y,
QM-282477,Y,
ah-303819,N,Credit or debit card is canceled
Pm-097737,Y,
FD-591905,Y,
wH-940498,Y,
MP-669514,Y,
uD-616703,Y,
Ey-887400,Y,
lX-212926,N,Credit or debit card is expired 
rj-470026,Y,
om-548618,Y,
Mg-496570,Y,
os-760626,Y,
kH-773126,Y,
Et-090310,Y,
oJ-509767,Y,
in-168097,Y,
ty-058910,Y,
RM-007217,Y,
tR-464007,N,The billing address is invalid 
FI-954051,N,Credit or debit card is expired 
Sc-157064,N,The payment gateway does not support
Ee-115898,Y,
eT-544443,Y,
kM-004964,N,Credit or debit card is canceled
MT-290000,Y,
TH-184742,Y,
gn-840645,Y,
LF-566743,Y,
hz-269140,Y,
qB-103083,Y,
Ap-007180,N,Credit or debit card is expired 
oY-833726,Y,
ZY-451327,Y,
nL-660668,N,The payment gateway does not support
xr-469166,Y,
jq-935240,N,Incorrect Pin
pQ-951028,Y,
Xl-280480,Y,
kK-340901,Y,
UJ-894160,Y,
Pb-149263,Y,
ay-919194,Y,
Zh-786132,Y,
gq-451306,Y,
tu-767364,Y,
NP-697207,Y,
Eo-121537,N,Credit or debit card is expired 
UF-469225,N,The billing address is invalid 
on-125979,Y,
vb-538245,Y,
vT-335550,Y,
dh-276108,Y,
rl-888377,Y,
qL-004830,N,Credit or debit card is expired 
tU-843393,Y,
vr-650914,Y,
qz-369218,Y,
gV-141167,Y,
RY-714974,Y,
fg-927915,Y,
sC-897431,Y,
bH-832453,Y,
Lo-993121,Y,
Rh-683343,Y,
Mc-311004,N,Merchant account blocks the transaction
pH-841364,Y,
tZ-309445,Y,
HV-843775,Y,
Yz-902798,Y,
zI-497688,N,Credit or debit card is expired 
uR-366628,Y,
lO-382939,Y,
bi-486505,Y,
Sz-370409,N,The billing address is invalid 
tA-760647,N,Credit or debit card is canceled
xe-341404,Y,
zC-462415,Y,
Iy-469038,Y,
iz-830996,Y,
fU-886108,Y,
ql-700595,Y,
Dl-450187,N,Credit or debit card is expired 
yc-181512,Y,
Vi-531220,N,Merchant account blocks the transaction
Zg-778912,Y,
li-328698,Y,
CT-096822,N,Merchant account blocks the transaction
Sy-530700,Y,
xk-744934,Y,
Jb-478426,Y,
GU-276391,Y,
JT-652324,Y,
xk-218255,Y,
eQ-510228,Y,
aP-744714,Y,
Xd-523178,N,The payment gateway does not support
uX-103540,Y,
vS-714625,Y,
OC-645943,Y,
rW-295279,N,The consumers account is suspended or closed 
lS-671169,N,Credit or debit card is canceled
Qy-046142,Y,
CV-203898,Y,
uo-843402,N,The consumers account is suspended or closed 
Vn-651779,N,The billing address is invalid 
rI-062018,Y,
cQ-943109,N,The consumers account is suspended or closed 
rI-435003,Y,
zu-355138,Y,
tj-338248,N,Incorrect Pin
CT-532289,Y,
MN-187001,Y,
AE-843629,Y,
yZ-182847,Y,
lN-778107,N,Incorrect Pin
Hv-443367,Y,
NF-724191,Y,
Fo-077684,N,The consumers account is suspended or closed 
ss-083073,Y,
Vo-284465,Y,
na-056594,Y,
rx-893706,Y,
nC-422519,Y,
lR-555762,Y,
sa-835205,Y,
oh-651708,N,Merchant account blocks the transaction
ZH-864839,Y,
Os-640201,Y,
pK-284460,Y,
wq-319033,Y,
YL-458125,N,Merchant account blocks the transaction
OI-786519,Y,
ij-691644,Y,
mK-535494,Y,
pg-869195,Y,
XZ-835975,N,The billing address is invalid 
Ld-009775,Y,
mm-382635,Y,
fu-238134,N,The billing address is invalid 
kn-087041,Y,
Td-955653,Y,
Az-652179,Y,
AT-164336,N,Incorrect Pin
Sr-335069,Y,
NK-163953,Y,
ln-421291,Y,
FZ-962966,N,The consumers account is suspended or closed 
xS-248633,Y,
To-965189,Y,
QX-550378,Y,
oW-651348,N,Credit or debit card is canceled
AB-024240,Y,
Sh-665097,N,Credit or debit card is expired 
gU-763884,N,The consumers account is suspended or closed 
QN-002711,Y,
ir-078665,N,Credit or debit card is canceled
mG-481833,Y,
Ce-893383,Y,
Jm-901502,Y,
Dq-266211,Y,
UJ-560638,Y,
rp-730390,Y,
Gu-300446,Y,
TH-137962,Y,
QG-400620,N,The billing address is invalid 
UN-952198,Y,
pE-678048,Y,
YF-860030,Y,
Qf-652964,Y,
UN-380194,Y,
EP-549156,Y,
zA-676759,Y,
Go-948626,N,Incorrect Pin
bL-210687,Y,
ep-798243,Y,
OZ-251422,N,Credit or debit card is canceled
PR-199554,Y,
bZ-765656,Y,
aQ-773398,Y,
CP-929375,Y,
rp-286675,Y,
Lq-121582,Y,
lT-987578,Y,
yh-675590,Y,
Vr-499163,N,Merchant account blocks the transaction
Yk-089449,Y,
sL-074485,Y,
WS-513263,Y,
Np-243115,Y,
td-589350,Y,
NV-352202,Y,
wj-582894,N,Credit or debit card is expired 
bC-186424,Y,
PV-445842,N,Merchant account blocks the transaction
Kn-107087,N,The consumers account is suspended or closed 
WB-710507,Y,
MC-358130,Y,
Pa-705726,N,Credit or debit card is expired 
zp-453705,Y,
nZ-784883,Y,
Ld-830532,Y,
Bm-531518,N,Credit or debit card is expired 
Da-606258,Y,
Eq-364876,Y,
yR-408290,Y,
Bc-702886,Y,
hB-174125,Y,
Pd-845414,Y,
KI-572981,Y,
iC-543949,Y,
ZT-293132,Y,
yL-231906,Y,
FB-006596,N,Credit or debit card is canceled
eJ-376025,Y,
CH-160108,Y,
gF-659715,Y,
jP-123590,Y,
zq-829043,N,Incorrect Pin
Zy-681465,Y,
Yj-561039,Y,
dS-120559,Y,
Ky-939094,Y,
Fu-429387,Y,
NC-486528,Y,
JS-527044,Y,
HY-598097,Y,
kH-666832,Y,
uz-073000,Y,
uE-908106,N,The billing address is invalid 
RN-690464,N,The consumers account is suspended or closed 
Hm-446592,Y,
FZ-853034,Y,
Tr-032456,N,Merchant account blocks the transaction
rY-198590,N,Incorrect Pin
WZ-586962,Y,
tr-797141,N,Incorrect Pin
Cx-201427,Y,
zW-387644,Y,
WB-531811,Y,
ZU-627580,Y,
ZB-779544,Y,
ln-902908,Y,
bv-183695,N,Credit or debit card is expired 
at-828741,Y,
gv-772158,Y,
cb-084936,Y,
Qk-414603,Y,
zN-071213,Y,
xd-396721,Y,
nc-859682,N,Incorrect Pin
GV-631560,Y,
cy-900303,Y,
Sw-453877,Y,
Th-689836,N,Credit or debit card is expired 
Cq-756866,Y,
lu-315409,Y,
Ca-716369,Y,
Op-749561,Y,
HB-252656,Y,
HO-371403,Y,
LY-655248,Y,
pS-589284,N,Merchant account blocks the transaction
OU-083669,Y,
NO-085328,Y,
Bo-363585,Y,
Tx-233216,Y,
QP-352824,Y,
rw-961686,Y,
kG-764352,Y,
iw-658852,Y,
ch-758477,Y,
Gs-235567,Y,
PH-112176,Y,
IM-861832,Y,
jK-664787,N,The billing address is invalid 
vb-424999,Y,
uZ-630141,N,Incorrect Pin
az-165497,Y,
Lw-155289,N,Credit or debit card is expired 
LD-244457,Y,
yy-561859,N,Credit or debit card is canceled
sm-461478,Y,
pG-031587,Y,
aT-651341,Y,
ec-515430,Y,
kW-661336,Y,
GW-780979,Y,
oq-498336,N,The consumers account is suspended or closed 
mo-529354,Y,
NH-207206,Y,
go-531060,Y,
qv-767719,Y,
yH-782526,Y,
hU-925822,Y,
mG-421129,Y,
ig-853334,Y,
Ci-811910,Y,
Nb-580199,Y,
IF-778678,Y,
UQ-849834,Y,
UF-549980,Y,
jX-128437,Y,
oP-957314,N,Credit or debit card is canceled
xl-610948,Y,
pE-779702,Y,
QR-232625,Y,
bn-703155,N,Credit or debit card is expired 
lk-245908,Y,
th-677376,Y,
xx-333531,Y,
yb-961076,Y,
xM-125558,N,Credit or debit card is canceled
tq-216896,Y,
cw-304576,Y,
KR-223638,Y,
zR-180426,Y,
af-663467,Y,
EB-129593,N,The payment gateway does not support
fl-439997,Y,
zc-901641,Y,
oP-608306,Y,
Lt-659104,N,Credit or debit card is expired 
Fg-935051,Y,
qp-778103,Y,
YA-620977,Y,
Am-025422,Y,
fc-408250,Y,
QW-768984,Y,
we-247978,Y,
Ry-301902,Y,
DH-864847,Y,
xm-770061,N,The consumers account is suspended or closed 
qe-970699,Y,
mB-687310,Y,
jk-835788,Y,
HA-003429,Y,
uy-489447,Y,
mQ-114154,Y,
Zd-991336,N,Incorrect Pin
tn-789395,N,The payment gateway does not support
RZ-845844,Y,
oY-767276,Y,
hs-480476,Y,
wB-244498,Y,
tJ-866746,Y,
zP-506909,Y,
OB-840685,Y,
jP-369722,Y,
tI-969001,Y,
dW-707142,Y,
YI-800991,Y,
Rw-152528,Y,
KD-560658,N,Credit or debit card is expired 
IG-346747,Y,
Uj-170296,Y,
cw-396861,Y,
OL-012786,N,The payment gateway does not support
YA-281162,N,Merchant account blocks the transaction
Dy-751876,Y,
Ej-586195,Y,
Kx-491590,N,The billing address is invalid 
fF-626163,N,The payment gateway does not support
VZ-299094,N,Credit or debit card is expired 
GZ-853834,N,Incorrect Pin
YR-872357,Y,
LX-880078,Y,
WI-000708,Y,
qv-626206,N,The billing address is invalid 
bg-785882,Y,
vb-777408,Y,
km-016359,N,Credit or debit card is canceled
dr-197230,Y,
kp-617451,N,Incorrect Pin
Nz-889525,Y,
PQ-119427,Y,
sP-655176,N,The payment gateway does not support
Ui-749967,Y,
Vi-045599,Y,
uG-758964,Y,
OE-967303,Y,
qt-057907,Y,
zy-508715,Y,
EC-142084,Y,
lB-880433,Y,
Yy-471066,Y,
yy-698214,Y,
lU-702734,N,The billing address is invalid 
bC-639198,Y,
PL-822649,Y,
uv-016855,Y,
We-375689,Y,
Qv-303976,N,Incorrect Pin
uU-139864,N,The payment gateway does not support
tb-666734,Y,
KL-956219,Y,
Wb-355624,Y,
Pn-852091,N,Credit or debit card is canceled
NT-746374,Y,
Mw-540976,Y,
mI-663022,Y,
pw-637888,N,The payment gateway does not support
Ld-901493,Y,
TI-168557,N,The payment gateway does not support
kl-333934,Y,
RB-817804,Y,
eS-806788,Y,
Bg-091486,Y,
CI-731169,Y,
Kr-403682,Y,
Gs-188252,N,Credit or debit card is canceled
lq-281034,Y,
Tp-538209,Y,
Fb-430230,Y,
QT-127790,Y,
BO-016173,Y,
Ej-857178,N,Credit or debit card is expired 
py-722162,Y,
Jm-144625,Y,
fz-906683,Y,
WB-447195,Y,
zL-336543,Y,
xb-699832,Y,
aR-821258,Y,
Lr-515220,Y,
qN-438960,Y,
ml-555533,Y,
Eb-980489,Y,
MG-216489,Y,
vX-389638,Y,
om-207895,Y,
nk-763184,Y,
rL-378828,N,The payment gateway does not support
pe-365168,Y,
tK-449484,Y,
hI-827912,Y,
GE-197306,Y,
Yy-201433,Y,
Lu-671645,Y,
nX-885905,Y,
aw-892926,Y,
Xr-230267,Y,
Eo-058318,N,Credit or debit card is canceled
Bf-477687,Y,
Rc-948279,Y,
Ho-619355,Y,
ws-191075,N,The consumers account is suspended or closed 
GV-521414,N,Credit or debit card is expired 
SG-365529,Y,
nr-196959,Y,
YH-905080,N,Credit or debit card is expired 
OG-337535,N,Merchant account blocks the transaction
Es-176266,Y,
Gj-637818,Y,
YS-470371,Y,
dV-330302,Y,
aD-524233,Y,
LR-717314,Y,
FU-627723,Y,
jQ-426334,Y,
NK-055486,Y,
Ka-815257,Y,
al-468567,N,The consumers account is suspended or closed 
Ci-662655,Y,
ou-337787,Y,
rq-700114,Y,
fZ-543319,Y,
DK-341736,Y,
MK-398163,Y,
vz-681824,Y,
yT-726452,Y,
kC-639239,Y,
zR-447398,Y,
sn-775496,Y,
am-657582,Y,
TW-366227,Y,
hM-676340,Y,
Em-107449,Y,
Ok-298438,Y,
fO-706074,N,Incorrect Pin
tb-477497,Y,
nt-933858,Y,
zF-462697,N,Credit or debit card is expired 
aj-338375,N,Credit or debit card is expired 
fb-879368,N,Incorrect Pin
Ub-898817,Y,
TZ-099256,Y,
Qr-220973,Y,
Ee-130621,Y,
hm-827439,Y,
cY-566033,Y,
qT-000479,Y,
ro-310174,Y,
Vy-268501,Y,
NW-958437,N,The billing address is invalid 
zx-054226,Y,
AP-432973,N,Merchant account blocks the transaction
py-256515,Y,
lE-731676,Y,
vw-436726,Y,
pQ-523852,Y,
nf-438768,Y,
du-835749,Y,
WE-903458,N,Credit or debit card is expired 
dp-755126,Y,
LV-548401,Y,
OQ-035105,N,Credit or debit card is expired 
Ll-527746,N,The billing address is invalid 
IJ-481496,Y,
Iw-327724,N,Credit or debit card is canceled
yI-646311,Y,
cV-019992,Y,
zz-825448,N,The payment gateway does not support
TO-161710,Y,
DC-530978,Y,
uC-461124,N,The payment gateway does not support
nR-562395,Y,
Kx-751968,Y,
SI-044352,Y,
oW-594480,N,Incorrect Pin
gJ-664793,Y,
Ns-426877,N,Credit or debit card is canceled
gq-968544,N,Credit or debit card is canceled
MX-589137,Y,
IW-045577,Y,
OF-098967,N,The payment gateway does not support
cQ-724035,Y,
ni-919851,Y,
Qj-600921,Y,
uj-409324,Y,
GE-428740,Y,
XL-380145,Y,
st-263793,Y,
Yo-857246,Y,
su-400435,Y,
fG-949989,Y,
BZ-183361,Y,
be-390901,Y,
Gk-663622,Y,
QV-505253,Y,
Qk-718726,N,The billing address is invalid 
VW-946743,Y,
nK-606762,Y,
wE-183769,Y,
Mp-713621,Y,
La-680820,Y,
fl-380453,Y,
un-769621,Y,
ya-258752,Y,
WM-489313,Y,
xw-848706,Y,
mQ-978276,Y,
oI-368428,Y,
lu-758519,Y,
HD-451520,Y,
HW-636232,N,Credit or debit card is canceled
Xu-099066,Y,
VJ-831844,Y,
PL-980802,Y,
kh-060758,Y,
EP-761962,Y,
mv-360014,Y,
ui-636383,Y,
cP-887763,Y,
LJ-964347,Y,
mD-871693,Y,
Uj-938095,Y,
on-660984,Y,
ZU-315600,Y,
Fc-937559,Y,
TA-779919,Y,
yp-332692,Y,
iT-354033,N,Credit or debit card is canceled
IW-542260,Y,
At-638755,Y,
Pr-834917,Y,
nz-656295,Y,
Lu-721692,Y,
Sf-714717,N,Merchant account blocks the transaction
SR-881158,Y,
AV-131128,Y,
uo-683223,Y,
pz-398778,N,The payment gateway does not support
iY-104609,Y,
jA-053151,Y,
ix-959424,Y,
YL-593140,N,Credit or debit card is expired 
Gr-630746,Y,
Lg-948969,Y,
hW-835004,Y,
HS-069223,Y,
FR-000841,Y,
xB-996953,Y,
Xs-923918,Y,
Ec-948798,Y,
vG-066035,Y,
fU-996001,Y,
lI-041228,Y,
gY-164545,Y,
LG-034992,Y,
Rz-007977,Y,
eL-649286,Y,
Oc-357799,Y,
gr-353894,N,Merchant account blocks the transaction
WX-883327,Y,
XW-608050,Y,
Aa-420712,Y,
LX-857914,N,Credit or debit card is expired 
iI-819632,Y,
nv-275276,Y,
xR-170796,Y,
fK-353957,Y,
wc-891909,Y,
Mt-360173,Y,
ep-010022,Y,
Ts-191793,Y,
yY-782239,N,Credit or debit card is expired 
Av-329983,Y,
Tm-724068,Y,
Cs-288996,Y,
AJ-659419,Y,
Yv-822856,Y,
RC-717690,N,The payment gateway does not support
bL-029569,Y,
QF-723409,Y,
uy-854153,Y,
qV-948252,Y,
Xy-830660,Y,
YA-591988,Y,
Mj-115803,Y,
Ir-821345,Y,
jq-057678,Y,
mL-199542,Y,
If-823566,Y,
MN-145878,Y,
zp-833221,Y,
xd-322872,N,Credit or debit card is expired 
HS-937443,Y,
kV-652130,Y,
AJ-313369,Y,
mU-375997,Y,
gt-218612,Y,
pk-349341,N,Merchant account blocks the transaction
RS-492598,Y,
pB-859149,Y,
py-403465,Y,
TR-933655,N,The billing address is invalid 
cn-919914,Y,
Nl-038066,Y,
CI-961478,Y,
zK-353931,Y,
bH-092747,Y,
iO-022425,Y,
eO-347943,Y,
Qr-732146,Y,
RB-315732,Y,
NU-886481,Y,
sE-294703,N,Credit or debit card is expired 
MQ-650189,N,Incorrect Pin
hy-083427,Y,
Yd-977979,Y,
gu-513564,N,Credit or debit card is expired 
lg-966883,Y,
CH-840951,Y,
ub-136148,N,The payment gateway does not support
Vm-568694,N,The consumers account is suspended or closed 
ZE-271549,Y,
kp-507768,Y,
Wu-007699,Y,
lw-629004,Y,
hS-001185,Y,
jH-228857,Y,
PG-490355,N,The payment gateway does not support
gs-795901,Y,
Aw-097589,N,Incorrect Pin
ch-976109,Y,
jk-292713,Y,
oI-108747,Y,
XQ-087691,Y,
Ta-598263,Y,
Oe-555642,N,Merchant account blocks the transaction
kq-782432,Y,
fv-015268,N,Merchant account blocks the transaction
iN-038081,Y,
cg-451099,N,The billing address is invalid 
HY-808010,Y,
Re-060549,Y,
xQ-722051,Y,
OP-276342,Y,
LZ-670056,N,The consumers account is suspended or closed 
dd-127330,N,The consumers account is suspended or closed 
rv-377694,Y,
Ni-241860,Y,
qt-089563,Y,
Bi-653714,Y,
zs-506611,Y,
Vn-551813,Y,
FK-629310,N,The billing address is invalid 
Dm-434565,Y,
ko-710548,Y,
RT-450545,Y,
aM-587870,Y,
ea-104140,N,Credit or debit card is expired 
Uq-812409,Y,
Yl-811181,Y,
ML-257439,Y,
bn-910776,Y,
Mc-950319,Y,
GS-688085,Y,
PE-690874,Y,
Wq-893118,Y,
UV-484922,Y,
Fz-602196,Y,
Jf-274034,Y,
QO-057240,Y,
iT-145490,N,The billing address is invalid 
mG-292127,Y,
aa-838170,Y,
SW-497546,Y,
xa-129812,Y,
WP-408554,N,The consumers account is suspended or closed 
Vn-178639,Y,
RN-015899,Y,
BV-162084,Y,
sU-354552,Y,
AA-310434,N,Incorrect Pin
mc-820970,Y,
gG-992219,Y,
DU-245184,Y,
rs-739575,Y,
Fj-749956,Y,
Ce-392596,Y,
AL-222611,Y,
Al-600483,Y,
zJ-870604,Y,
mp-684234,Y,
Qa-868917,Y,
eY-768626,Y,
Rk-402522,Y,
zR-976941,Y,
Gm-982413,Y,
TO-322869,Y,
mf-881218,Y,
Qe-036421,Y,
JH-793204,Y,
bN-008088,Y,
El-848307,Y,
Sl-291873,Y,
BF-680984,Y,
yN-162591,Y,
ZH-049233,N,The billing address is invalid 
CN-746236,N,Credit or debit card is canceled
jq-597519,Y,
uC-408336,Y,
ZQ-447488,Y,
ff-574736,Y,
Wz-558025,Y,
Cb-158128,Y,
rv-567088,Y,
ty-797362,Y,
dR-301800,N,Incorrect Pin
ad-001712,Y,
Pc-327872,Y,
Td-941314,Y,
Wm-785294,N,The consumers account is suspended or closed 
AS-877685,Y,
lD-687109,Y,
qX-747887,Y,
Wm-053942,Y,
ss-038881,Y,
hz-558102,N,The consumers account is suspended or closed 
nn-873444,Y,
Ye-579862,Y,
YG-109047,Y,
ah-071884,Y,
Oc-148624,Y,
SX-767846,Y,
ES-487481,Y,
Sn-036995,Y,
uT-881200,Y,
vv-146136,Y,
JW-326073,Y,
SG-337064,N,The billing address is invalid 
RC-861716,Y,
AY-861030,Y,
Ug-165956,Y,
tL-649178,Y,
Mc-221463,Y,
Mk-201086,Y,
Ea-038496,Y,
YR-688534,N,The billing address is invalid 
VK-479324,Y,
Nq-578687,Y,
Tf-551106,N,Merchant account blocks the transaction
Of-475893,Y,
qW-875427,Y,
gT-863137,Y,
Ge-357569,Y,
Vj-984878,Y,
we-670306,Y,
VR-211437,Y,
oR-621981,Y,
su-485790,N,Merchant account blocks the transaction
PC-041506,Y,
Iy-077756,Y,
jx-621034,Y,
XE-397564,Y,
LI-221911,Y,
Un-525662,Y,
Du-825406,Y,
TT-354294,Y,
MD-634204,N,Credit or debit card is canceled
PR-941417,Y,
cx-182621,Y,
Pg-695586,Y,
FD-363444,Y,
GG-007093,Y,
tR-935515,N,Credit or debit card is canceled
UZ-045899,Y,
Sq-053828,Y,
cT-936300,Y,
Wi-271384,Y,
UN-621689,Y,
Zh-157375,N,Credit or debit card is expired 
Rf-990808,Y,
oO-554818,Y,
uk-226581,Y,
og-830401,Y,
ob-616851,Y,
FO-256071,Y,
gZ-286390,Y,
Be-879722,Y,
Lc-076012,Y,
vZ-680892,Y,
ba-154774,N,Credit or debit card is canceled
Ay-978266,Y,
RQ-402335,Y,
UP-168822,Y,
MA-124654,Y,
TN-390271,Y,
Ni-168226,Y,
Yk-687811,Y,
Yf-766691,N,Incorrect Pin
tC-558396,Y,
hR-154973,N,The billing address is invalid 
Gd-141208,Y,
As-150963,Y,
cu-788577,Y,
wV-613227,Y,
zC-806439,Y,
Jq-938844,Y,
dE-123447,Y,
mW-219962,Y,
ru-429936,N,Credit or debit card is canceled
wq-719222,N,The payment gateway does not support
it-749728,Y,
Ng-468836,Y,
qJ-412459,Y,
To-256225,Y,
MV-203479,Y,
Rm-561810,N,Credit or debit card is expired 
Wz-088456,Y,
of-135073,Y,
Ju-671674,N,The payment gateway does not support
bY-856292,Y,
hR-103819,Y,
RW-108242,Y,
gj-545715,Y,
Ex-471244,Y,
ZA-365581,N,Incorrect Pin
fP-353606,N,Credit or debit card is canceled
he-814499,Y,
Tx-115033,Y,
eZ-138048,Y,
cv-984470,N,The payment gateway does not support
VT-234500,N,Merchant account blocks the transaction
Qu-006410,N,The payment gateway does not support
Gn-560187,N,Merchant account blocks the transaction
OQ-373275,N,The consumers account is suspended or closed 
it-552300,Y,
vs-575687,Y,
yt-971630,Y,
RM-574631,Y,
Ka-921739,Y,
QR-635066,N,The payment gateway does not support
Zv-573297,Y,
Km-954903,Y,
gz-326962,Y,
sy-902468,Y,
SG-190105,Y,
FZ-427311,Y,
qG-326744,Y,
jc-862095,Y,
bR-011166,Y,
Ut-281131,Y,
Fz-040444,N,The consumers account is suspended or closed 
bo-838595,Y,
ia-924637,Y,
aU-151029,Y,
Iv-128781,Y,
Dw-539313,Y,
xb-607348,Y,
ah-052713,Y,
XG-512562,N,The consumers account is suspended or closed 
Rn-059197,Y,
am-366547,Y,
MJ-615834,Y,
nl-568569,Y,
nE-256908,N,Merchant account blocks the transaction
Sq-031928,Y,
dk-432899,N,The consumers account is suspended or closed 
dW-085552,N,Credit or debit card is canceled
WI-018372,Y,
vQ-679277,Y,
YZ-728107,Y,
oq-842148,Y,
Oy-324507,Y,
Fo-075059,N,Merchant account blocks the transaction
cm-051942,Y,
dl-611801,N,The consumers account is suspended or closed 
bV-045274,N,Incorrect Pin
jH-593291,Y,
hg-548104,N,The billing address is invalid 
Kw-874165,Y,
Je-464638,Y,
en-924217,Y,
sO-921859,N,The consumers account is suspended or closed 
VZ-749953,N,The billing address is invalid 
Vw-454106,Y,
jz-974157,N,The payment gateway does not support
zN-938161,Y,
Iw-928678,Y,
Bc-428638,Y,
gE-246712,N,The billing address is invalid 
ML-910820,Y,
JD-507111,Y,
Qe-031832,Y,
uj-534887,Y,
gQ-515172,Y,
Vq-235484,Y,
bs-527618,Y,
AI-979083,N,Credit or debit card is canceled
wy-849044,Y,
No-550364,Y,
Bt-853998,Y,
CZ-594717,Y,
ML-551175,Y,
Ax-170199,N,Merchant account blocks the transaction
lV-300675,Y,
fV-433430,Y,
vC-096100,Y,
ey-823123,N,Credit or debit card is canceled
Ko-685472,Y,
QK-744699,Y,
Nh-108675,N,Credit or debit card is expired 
LW-211051,Y,
SJ-716794,Y,
eT-511065,Y,
PT-644193,Y,
NE-196915,Y,
gi-451748,N,Credit or debit card is expired 
xj-730862,Y,
iI-648917,Y,
xf-098778,Y,
qg-089257,Y,
sM-773808,Y,
Nt-338845,Y,
sr-898632,Y,
Ze-748748,Y,
Ql-001899,N,Credit or debit card is canceled
nc-355366,Y,
Oc-762746,Y,
yV-439561,N,Credit or debit card is expired 
KS-953324,Y,
Pv-077991,Y,
Lw-943462,Y,
dg-478501,Y,
EV-778232,Y,
Cl-126964,N,Incorrect Pin
XF-492513,N,The consumers account is suspended or closed 
dK-660462,Y,
Ay-264120,Y,
rq-252465,Y,
Bi-238781,Y,
OD-248634,Y,
aH-878895,N,The payment gateway does not support
jc-630413,Y,
BR-418373,Y,
Nw-230325,Y,
tc-586719,Y,
ue-768721,Y,
cH-664052,Y,
Lq-003401,Y,
fv-941667,Y,
aL-427563,Y,
IS-456497,Y,
Px-135361,Y,
wo-847463,Y,
Fj-832526,Y,
wk-332536,Y,
qC-205189,N,Credit or debit card is expired 
hh-496721,N,The consumers account is suspended or closed 
FS-301186,Y,
ge-509812,Y,
Td-002919,Y,
Ij-723601,Y,
dH-698480,Y,
rV-806849,Y,
iK-515274,Y,
cn-057057,Y,
mC-618017,Y,
xv-620424,N,Merchant account blocks the transaction
Sk-975437,Y,
Ow-743223,Y,
Kb-218247,Y,
kY-735122,Y,
FP-345127,Y,
Gm-912752,Y,
et-826954,Y,
wB-861464,Y,
Na-321504,Y,
Lj-154400,N,Credit or debit card is expired 
Rt-240278,Y,
GA-492111,Y,
YE-636053,Y,
oU-129526,Y,
Zj-471654,Y,
XK-497655,Y,
Br-706571,Y,
fr-261172,N,The consumers account is suspended or closed 
Ye-434790,Y,
ql-914804,Y,
Pw-035720,Y,
qf-434871,N,Merchant account blocks the transaction
uG-394407,N,Incorrect Pin
Cq-262286,Y,
qN-555087,Y,
Vr-679286,N,The payment gateway does not support
BC-290803,Y,
KS-638475,N,Credit or debit card is expired 
SA-807785,Y,
Eq-548677,N,Credit or debit card is expired 
Ts-486417,Y,
yC-025192,Y,
Is-551293,N,Incorrect Pin
br-318539,Y,
mz-573130,Y,
UA-878791,Y,
jO-766093,Y,
PH-114040,Y,
TG-529571,Y,
ca-065505,Y,
VG-418967,Y,
oo-884839,Y,
cX-202305,Y,
Ih-347706,N,The payment gateway does not support
cq-733601,Y,
DB-593760,Y,
Gv-388648,Y,
xo-532884,Y,
fw-065559,Y,
lE-686246,Y,
gJ-839452,Y,
ml-523498,Y,
ek-594891,Y,
nB-234975,Y,
Wr-894702,Y,
PL-172165,N,The consumers account is suspended or closed 
Jg-477315,N,Credit or debit card is expired 
uM-458895,Y,
aD-039125,Y,
eY-302919,Y,
Ip-684939,Y,
Pq-752044,Y,
Wx-203046,Y,
Jy-027980,Y,
XV-127572,N,The payment gateway does not support
YA-949974,Y,
YU-944762,Y,
db-727859,N,Merchant account blocks the transaction
zG-827932,Y,
hO-070260,Y,
tZ-482957,Y,
zr-803098,Y,
Vg-740174,N,Credit or debit card is expired 
oG-442039,Y,
hA-586994,Y,
xO-693251,Y,
PM-786171,Y,
xy-249400,Y,
PZ-157482,Y,
ud-709496,Y,
rK-131354,Y,
qO-734981,N,The payment gateway does not support
kC-017997,Y,
aU-935574,N,Incorrect Pin
hx-362423,Y,
oh-529710,Y,
mv-705312,Y,
TQ-561853,Y,
TB-893382,Y,
iO-514927,N,Credit or debit card is expired 
LC-604242,Y,
Ze-787693,N,Incorrect Pin
DB-918838,Y,
zR-721374,Y,
Ba-263207,Y,
iC-188601,Y,
pT-080315,Y,
nF-385255,N,Incorrect Pin
iZ-378347,Y,
Iy-454374,Y,
pn-647159,N,Credit or debit card is expired 
ap-184690,Y,
IF-748206,Y,
CI-286119,Y,
UX-450199,N,The consumers account is suspended or closed 
UT-640337,Y,
Da-887077,Y,
YZ-853742,Y,
xM-191794,Y,
aI-863400,Y,
oX-480201,N,The consumers account is suspended or closed 
ke-262554,N,Merchant account blocks the transaction
JY-657962,Y,
